Gender,Age,Tenure,MonthlyCharges,TotalCharges,PaymentMethod,ContractType,InternetService,StreamingServices,TechSupport,Churn
0,20,24,39.5,948.0,3,2,1,1,0,1
1,53,11,105.55,1161.05,1,0,1,0,1,0
1,23,58,73.6,4268.8,3,2,1,0,1,1
0,73,7,111.08,777.56,1,0,1,1,0,0
1,52,25,84.2,2105.0,2,1,1,1,1,0
1,45,63,31.66,1994.58,3,2,0,0,0,0
0,39,9,66.0,594.0,2,2,0,1,0,1
1,60,28,22.25,623.0,1,0,0,0,1,0
1,62,54,95.74,5169.96,2,0,0,0,0,1
0,66,16,22.13,354.08,2,1,1,1,0,0
1,46,65,67.12,4362.8,1,2,1,1,0,1
0,44,18,73.11,1315.98,1,0,1,1,1,1
0,68,8,76.35,610.8,2,1,0,1,1,0
0,19,29,40.03,1160.87,3,2,1,1,0,0
0,68,28,45.36,1270.08,3,0,1,0,1,1
1,56,30,97.68,2930.4,1,2,1,0,0,1
0,36,60,69.07,4144.2,3,0,1,1,1,0
0,66,54,59.38,3206.52,3,2,1,1,0,0
1,59,7,53.05,371.35,2,2,1,0,0,0
1,52,0,94.21,0.0,3,0,0,0,1,1
1,47,20,119.06,2381.2,1,0,1,1,0,1
1,53,54,100.83,5444.82,1,2,0,0,1,1
1,35,4,146.01,584.04,3,1,1,0,0,0
1,47,49,63.35,3104.15,3,1,1,1,1,1
0,52,34,130.96,4452.64,3,2,0,0,0,1
0,39,48,113.56,5450.88,3,1,0,0,0,1
1,20,59,61.15,3607.85,2,0,1,1,0,0
0,35,57,43.9,2502.3,3,1,0,0,0,1
0,35,7,57.82,404.74,0,1,1,1,1,0
0,30,4,51.45,205.8,2,0,1,1,0,1
0,62,60,60.05,3603.0,2,2,0,1,1,0
1,32,36,35.89,1292.04,2,1,1,1,1,0
1,53,4,92.47,369.88,2,1,1,0,0,0
1,74,8,134.43,1075.44,3,0,0,1,0,1
0,20,55,104.04,5722.2,2,0,1,0,1,0
1,66,52,37.28,1938.56,0,0,1,0,0,1
0,35,4,82.02,328.08,3,1,0,0,0,1
0,47,36,135.01,4860.36,2,0,1,1,0,1
1,66,48,73.02,3504.96,0,0,0,0,0,1
0,63,58,55.1,3195.8,2,0,0,1,1,0
1,34,62,33.14,2054.68,2,1,1,1,1,0
1,66,67,77.1,5165.7,1,2,1,0,0,0
1,33,7,138.48,969.36,2,1,1,1,1,0
0,35,60,26.51,1590.6,0,2,0,0,0,1
0,50,50,76.98,3849.0,3,0,0,1,1,1
0,55,35,63.33,2216.55,0,1,1,0,1,1
1,48,60,144.37,8662.2,3,0,0,0,0,0
0,33,61,43.23,2637.03,1,1,1,1,1,0
0,34,60,113.27,6796.2,3,2,0,0,0,1
0,77,57,118.89,6776.73,3,1,1,1,0,1
0,31,23,134.43,3091.89,1,2,1,1,0,0
0,45,69,101.99,7037.31,0,1,1,1,0,1
0,47,21,76.28,1601.88,0,1,0,0,0,0
1,28,4,127.79,511.16,1,2,1,0,0,0
1,74,25,149.64,3741.0,0,1,0,0,1,1
0,74,53,78.33,4151.49,3,0,1,1,1,0
1,51,5,100.21,501.05,1,2,1,1,1,1
0,42,12,135.6,1627.2,1,0,1,1,0,0
1,24,29,130.07,3772.03,0,0,1,1,0,1
1,19,51,141.84,7233.84,0,2,1,1,0,1
0,37,9,59.04,531.36,0,2,1,1,0,1
1,45,51,116.53,5943.03,1,0,1,1,1,0
1,43,6,133.01,798.06,2,2,1,1,0,1
0,21,34,42.3,1438.2,3,2,1,1,0,0
0,73,0,115.8,0.0,3,1,1,1,0,1
1,51,12,47.44,569.28,0,2,1,0,1,0
1,39,50,75.51,3775.5,0,2,0,0,0,1
1,75,30,118.25,3547.5,3,2,1,1,0,1
0,63,6,117.42,704.52,3,1,1,1,0,0
0,59,47,60.15,2827.05,1,1,0,1,0,0
1,78,62,46.02,2853.24,0,1,1,0,0,1
0,34,8,76.46,611.68,1,1,1,1,1,1
0,69,38,125.59,4772.42,0,2,1,0,1,1
1,76,49,93.29,4571.21,3,0,1,0,0,1
0,44,0,82.38,0.0,2,1,1,1,0,1
1,45,14,24.77,346.78,0,1,1,0,0,0
0,76,56,22.81,1277.36,0,0,0,0,0,0
0,28,59,138.47,8169.73,0,1,1,1,0,0
0,36,20,127.87,2557.4,2,0,1,1,0,1
1,72,56,126.19,7066.64,1,0,1,0,0,0
0,53,4,128.54,514.16,2,2,1,0,1,0
0,75,55,22.81,1254.55,1,2,1,0,0,1
0,55,62,76.62,4750.44,2,0,0,0,1,1
1,60,26,85.78,2230.28,1,2,1,0,0,0
1,56,11,91.04,1001.44,0,0,1,1,1,1
1,72,58,24.98,1448.84,1,0,1,0,0,1
1,42,47,46.27,2174.69,1,0,1,0,0,0
1,55,2,21.19,42.38,3,2,1,0,0,1
0,35,16,37.56,600.96,3,2,1,1,1,0
0,55,8,41.03,328.24,2,0,1,1,0,0
0,46,25,116.73,2918.25,2,2,1,0,0,1
1,41,5,143.32,716.6,0,0,1,1,0,1
0,69,1,103.32,103.32,3,0,0,0,0,0
0,25,2,113.65,227.3,3,0,1,0,1,0
1,75,18,38.78,698.04,3,2,1,1,1,0
1,53,68,42.67,2901.56,3,0,0,1,1,0
0,32,71,57.97,4115.87,3,1,1,1,0,1
1,31,37,120.35,4452.95,0,1,1,0,1,0
1,76,17,126.21,2145.57,2,0,1,1,0,1
0,29,53,135.99,7207.47,2,0,1,1,1,0
1,71,64,139.3,8915.2,3,1,1,0,1,0
1,37,38,65.94,2505.72,3,1,1,0,0,1
0,37,9,95.64,860.76,3,0,1,0,0,0
0,33,43,100.08,4303.44,2,2,0,0,0,1
0,69,56,94.81,5309.36,1,0,0,1,1,1
0,32,19,146.05,2774.95,1,1,0,1,1,1
1,25,48,36.85,1768.8,3,0,1,1,0,0
0,38,37,44.23,1636.51,3,0,1,1,0,1
1,48,12,29.21,350.52,1,1,1,1,0,0
1,72,34,121.56,4133.04,2,0,0,1,1,1
0,43,70,104.4,7308.0,3,0,0,0,0,0
1,40,1,58.27,58.27,0,0,1,0,0,1
0,45,68,86.56,5886.08,1,0,0,0,0,0
0,79,49,111.98,5487.02,3,1,0,0,0,1
0,36,50,135.0,6750.0,3,2,1,1,0,1
0,40,29,24.09,698.61,2,0,1,1,0,0
1,48,32,71.5,2288.0,1,1,0,1,0,0
0,20,17,35.46,602.82,2,0,0,1,1,0
1,55,35,140.97,4933.95,1,1,1,1,1,0
0,48,14,139.9,1958.6,2,0,1,1,1,1
1,45,66,104.61,6904.26,1,0,1,0,0,0
1,40,27,120.06,3241.62,0,1,1,1,0,1
1,38,63,142.8,8996.4,2,0,1,0,0,0
1,77,24,112.43,2698.32,3,2,0,1,1,0
0,59,7,115.03,805.21,0,0,1,0,1,0
1,25,69,64.19,4429.11,3,1,0,0,0,0
1,42,37,91.55,3387.35,3,0,1,0,1,1
1,64,1,55.21,55.21,2,0,1,0,0,0
0,32,52,50.89,2646.28,2,2,1,1,1,0
1,22,21,130.77,2746.17,0,0,0,0,1,1
1,36,38,34.37,1306.06,2,1,0,1,0,0
0,44,11,70.09,770.99,1,1,1,0,0,1
1,61,56,35.35,1979.6,0,1,1,0,1,0
1,54,22,63.37,1394.14,3,1,0,0,1,1
1,55,67,93.4,6257.8,1,2,0,1,0,0
1,26,43,40.49,1741.07,1,0,0,0,1,1
0,76,59,33.04,1949.36,1,1,1,1,1,0
1,45,23,146.89,3378.47,3,2,1,1,1,1
0,39,42,99.91,4196.22,2,0,1,1,0,1
0,27,51,119.57,6098.07,0,0,1,0,1,0
1,65,2,26.39,52.78,3,1,1,0,1,0
1,50,20,22.63,452.6,2,2,1,0,1,1
1,41,50,26.21,1310.5,3,1,1,0,0,0
0,44,18,149.41,2689.38,0,1,0,1,0,1
0,53,21,38.56,809.76,1,1,1,0,0,1
1,27,0,124.03,0.0,0,0,1,1,1,1
0,53,6,95.76,574.56,3,2,0,0,1,1
0,43,54,50.28,2715.12,0,1,1,0,0,0
1,68,7,67.36,471.52,3,0,1,1,1,1
1,64,21,117.16,2460.36,2,1,1,1,0,1
1,63,60,126.17,7570.2,1,1,1,1,0,0
0,65,38,90.61,3443.18,0,2,0,1,0,0
1,77,6,47.56,285.36,1,1,1,0,1,0
0,37,56,25.69,1438.64,2,0,1,1,0,1
1,40,33,45.31,1495.23,1,2,1,0,0,1
0,34,21,86.6,1818.6,1,0,0,1,1,1
1,18,38,64.71,2458.98,2,1,1,0,0,0
0,53,50,29.83,1491.5,0,1,1,0,0,0
0,62,62,60.93,3777.66,0,2,0,0,0,0
1,57,24,39.88,957.12,0,0,1,1,1,1
1,19,20,23.03,460.6,1,1,1,1,0,0
0,31,31,114.47,3548.57,3,1,0,1,1,0
0,60,68,126.93,8631.24,3,2,0,0,1,0
0,75,66,51.28,3384.48,2,1,0,0,0,1
0,19,40,22.51,900.4,0,2,0,0,1,0
1,73,19,82.23,1562.37,1,0,0,0,1,0
1,75,27,28.14,759.78,0,1,1,0,1,0
0,21,58,82.54,4787.32,2,1,1,1,1,1
1,73,8,65.74,525.92,1,1,0,1,1,0
1,64,57,117.29,6685.53,1,0,1,1,0,0
1,31,13,92.76,1205.88,1,0,1,0,0,0
0,49,34,86.68,2947.12,3,0,0,1,1,1
0,40,39,22.78,888.42,2,0,1,0,1,1
0,59,44,39.85,1753.4,2,1,0,1,0,0
0,52,68,134.28,9131.04,0,2,1,1,0,1
1,60,68,83.59,5684.12,1,1,0,0,1,0
0,64,0,122.62,0.0,2,0,1,1,0,0
0,59,31,24.7,765.7,3,1,1,1,0,0
1,75,70,56.11,3927.7,3,1,1,1,0,0
0,76,36,33.85,1218.6,2,0,1,0,0,0
0,31,39,21.73,847.47,0,2,1,1,0,1
0,48,65,98.78,6420.7,3,2,0,0,0,1
1,72,51,117.49,5991.99,3,0,1,1,0,1
1,35,6,85.93,515.58,0,2,1,1,1,1
1,44,44,26.5,1166.0,3,1,1,1,1,0
0,53,52,50.52,2627.04,3,1,1,1,0,0
1,57,46,22.6,1039.6,3,0,0,1,1,0
1,18,28,62.72,1756.16,2,2,1,1,0,1
0,49,42,85.33,3583.86,1,0,1,1,1,0
0,60,32,110.51,3536.32,1,1,1,1,1,0
0,52,50,98.59,4929.5,0,1,0,0,0,0
1,78,20,108.47,2169.4,1,0,1,0,0,1
0,42,62,139.94,8676.28,1,0,0,1,1,1
1,78,21,145.67,3059.07,2,0,1,1,0,0
0,33,34,72.7,2471.8,0,0,1,1,1,1
1,59,49,77.7,3807.3,1,1,0,0,1,1
1,53,68,44.69,3038.92,3,0,1,1,1,1
0,59,10,126.37,1263.7,1,1,0,1,1,0
0,60,42,66.03,2773.26,0,1,1,1,0,0
1,65,2,147.31,294.62,3,1,0,0,1,0
0,25,17,67.81,1152.77,3,0,1,0,0,1
1,71,55,110.89,6098.95,0,2,0,1,1,1
1,72,12,116.95,1403.4,2,0,1,1,1,1
0,31,24,69.54,1668.96,0,1,1,1,1,0
0,52,32,78.0,2496.0,3,2,0,0,1,0
0,78,1,148.76,148.76,1,2,1,0,1,1
0,21,60,47.32,2839.2,0,1,1,0,0,0
0,75,1,89.79,89.79,3,2,1,1,1,0
0,32,2,69.76,139.52,3,2,1,1,1,1
0,48,37,92.51,3422.87,0,0,1,1,0,0
1,41,2,75.28,150.56,1,0,1,1,1,0
0,70,32,145.1,4643.2,2,1,1,0,1,0
0,71,45,124.55,5604.75,2,0,1,0,0,1
1,47,63,104.08,6557.04,1,0,0,1,1,1
0,23,26,124.63,3240.38,3,1,0,1,0,0
1,22,52,107.78,5604.56,3,1,1,1,1,0
1,23,54,81.18,4383.72,0,0,1,0,0,0
1,45,16,133.78,2140.48,3,2,0,0,0,0
1,52,26,34.39,894.14,1,0,1,1,1,0
1,57,6,115.69,694.14,1,2,1,1,1,1
1,63,24,31.98,767.52,2,2,0,0,1,0
0,31,5,25.76,128.8,1,2,0,0,1,1
0,54,12,99.69,1196.28,1,1,1,0,0,0
1,43,69,53.45,3688.05,3,2,1,1,1,1
1,64,65,77.37,5029.05,1,1,1,1,1,1
0,49,40,136.28,5451.2,0,1,1,0,0,1
0,26,12,97.25,1167.0,1,1,1,1,0,0
0,66,53,28.47,1508.91,3,2,0,1,0,0
0,46,49,105.93,5190.57,3,0,1,0,0,0
0,58,16,146.64,2346.24,1,0,1,0,0,0
0,37,38,23.42,889.96,3,0,1,0,1,0
0,65,61,21.97,1340.17,1,1,1,0,0,0
1,67,7,116.71,816.97,2,1,0,1,0,1
0,75,48,109.53,5257.44,3,2,1,0,1,0
0,68,1,51.11,51.11,0,1,1,1,1,0
0,75,11,136.41,1500.51,1,1,0,0,0,0
0,70,40,51.62,2064.8,0,0,0,0,0,0
1,22,26,94.04,2445.04,3,0,1,1,1,0
0,76,48,135.98,6527.04,2,0,1,0,0,1
0,75,29,80.36,2330.44,0,0,1,1,1,1
0,28,3,101.68,305.04,3,1,0,1,0,1
0,37,1,29.97,29.97,1,1,1,1,0,0
0,56,23,41.13,945.99,1,1,1,0,0,0
0,27,18,57.96,1043.28,1,1,1,1,1,1
0,46,40,125.99,5039.6,2,2,1,0,0,1
1,30,29,27.87,808.23,3,2,1,0,1,0
1,73,42,131.95,5541.9,3,1,1,1,0,1
1,44,35,59.87,2095.45,0,1,1,0,0,1
1,31,10,55.46,554.6,0,2,1,1,1,0
1,75,51,145.1,7400.1,0,2,1,1,0,1
1,38,8,120.69,965.52,1,1,1,0,0,0
0,41,18,33.68,606.24,0,2,1,0,1,1
1,19,22,123.47,2716.34,0,0,0,0,0,0
0,51,18,64.34,1158.12,0,2,0,1,1,1
0,46,5,133.39,666.95,1,2,0,1,1,0
1,57,44,28.51,1254.44,2,2,0,1,1,0
0,46,17,108.48,1844.16,0,0,1,0,0,0
1,50,62,107.05,6637.1,3,2,1,0,0,1
0,41,51,68.38,3487.38,0,2,1,1,1,0
1,76,59,34.48,2034.32,2,1,0,0,1,1
0,73,18,121.1,2179.8,2,0,1,1,0,0
0,60,46,84.11,3869.06,2,0,1,0,0,0
0,44,6,63.38,380.28,3,2,1,1,0,1
1,78,24,67.78,1626.72,2,1,1,0,1,0
0,35,46,148.36,6824.56,2,0,0,1,0,1
1,36,60,59.59,3575.4,3,1,1,0,1,1
0,38,4,104.94,419.76,3,2,1,1,1,0
1,31,50,138.22,6911.0,0,1,0,0,0,0
0,26,17,66.24,1126.08,2,0,0,1,1,0
1,39,6,105.93,635.58,3,0,1,0,0,1
0,73,43,65.66,2823.38,1,2,1,1,0,0
1,58,35,131.92,4617.2,0,0,1,0,0,0
1,61,49,146.47,7177.03,3,2,1,0,0,1
0,71,68,53.77,3656.36,2,1,0,0,0,0
0,36,71,127.06,9021.26,2,0,1,1,0,0
1,60,45,116.11,5224.95,2,1,1,0,1,0
1,54,56,23.72,1328.32,0,0,1,0,0,1
1,79,17,137.26,2333.42,2,2,1,1,0,1
1,64,17,84.57,1437.69,0,1,0,1,1,1
0,52,64,116.97,7486.08,3,0,0,1,1,1
0,44,19,124.52,2365.88,0,1,0,0,0,0
0,56,66,144.81,9557.46,1,0,1,0,0,0
0,61,34,49.95,1698.3,0,1,1,0,0,0
0,75,38,110.35,4193.3,3,2,1,0,1,1
1,44,40,132.13,5285.2,1,2,1,0,1,0
1,76,14,83.57,1169.98,3,2,0,0,1,0
0,61,17,61.68,1048.56,1,0,1,0,0,1
0,60,52,147.71,7680.92,3,1,0,1,0,0
0,57,69,71.77,4952.13,0,2,0,0,0,0
1,59,16,38.63,618.08,2,2,1,0,1,0
1,43,19,147.29,2798.51,1,2,1,1,0,0
1,63,36,64.14,2309.04,0,1,1,1,1,1
1,41,53,108.22,5735.66,2,0,1,0,0,0
1,48,68,106.24,7224.32,3,1,1,0,0,1
1,65,23,65.38,1503.74,1,0,1,1,1,0
0,30,5,89.3,446.5,0,2,1,1,1,1
0,59,1,104.65,104.65,2,2,1,1,0,0
0,34,8,32.99,263.92,1,1,1,0,1,0
0,62,62,132.49,8214.38,3,0,1,1,0,0
1,28,47,61.38,2884.86,0,2,1,0,1,1
1,36,11,63.45,697.95,1,1,1,1,1,0
0,42,12,137.51,1650.12,0,2,0,1,0,1
1,34,5,133.38,666.9,1,1,0,1,1,1
0,56,39,63.63,2481.57,2,2,1,0,1,1
1,23,33,58.32,1924.56,0,1,1,1,0,1
1,75,65,124.67,8103.55,0,0,1,1,1,0
1,50,66,31.46,2076.36,2,2,1,0,0,1
0,19,24,110.56,2653.44,1,1,1,0,1,0
1,38,54,139.98,7558.92,2,1,1,0,0,0
1,30,20,40.46,809.2,3,2,1,0,1,1
0,24,49,98.85,4843.65,0,2,0,0,1,0
1,63,23,129.77,2984.71,2,2,1,0,0,1
0,72,24,134.64,3231.36,1,2,0,1,0,0
1,26,26,120.73,3138.98,2,1,0,0,0,0
0,59,3,65.44,196.32,2,0,1,1,0,1
0,27,31,69.62,2158.22,2,0,1,0,0,0
0,70,62,40.2,2492.4,1,0,1,1,0,0
1,27,31,46.28,1434.68,1,1,0,1,0,1
0,70,4,67.11,268.44,0,0,0,0,0,1
0,41,31,124.67,3864.77,0,0,1,1,1,1
0,47,4,51.5,206.0,3,2,1,0,0,1
1,71,21,54.57,1145.97,2,1,1,0,1,0
1,41,55,121.72,6694.6,3,2,1,0,0,1
1,38,69,72.11,4975.59,3,0,0,1,0,0
0,30,13,60.29,783.77,2,0,0,0,1,0
1,37,33,117.8,3887.4,2,1,1,0,0,0
1,43,38,139.56,5303.28,1,2,1,1,0,1
1,34,40,74.28,2971.2,1,1,1,0,1,1
1,57,52,27.9,1450.8,1,0,1,0,1,1
0,71,66,59.09,3899.94,0,1,0,0,0,1
0,43,5,79.31,396.55,0,0,1,0,1,0
1,65,42,117.86,4950.12,3,2,0,1,1,1
1,58,31,129.16,4003.96,1,0,1,1,0,0
0,54,20,96.34,1926.8,0,1,1,1,1,0
1,63,31,119.91,3717.21,3,2,0,0,0,1
1,18,32,63.64,2036.48,0,2,1,1,1,1
1,32,2,57.27,114.54,3,0,1,1,0,1
1,59,62,137.2,8506.4,1,0,1,0,1,0
1,67,30,95.38,2861.4,2,0,1,1,0,1
1,20,3,81.54,244.62,0,2,1,0,0,1
0,25,49,86.54,4240.46,1,2,1,1,0,1
0,36,67,79.37,5317.79,2,1,1,0,1,0
0,76,31,66.19,2051.89,2,2,1,1,0,1
1,30,14,46.34,648.76,1,1,1,0,1,1
0,46,62,54.72,3392.64,0,1,1,0,0,0
1,27,45,87.04,3916.8,0,0,0,0,0,0
0,47,49,116.61,5713.89,0,2,1,0,0,1
1,62,37,93.85,3472.45,2,0,1,1,0,1
0,58,33,129.74,4281.42,2,1,1,1,1,0
0,65,14,49.07,686.98,3,1,0,0,1,0
0,37,31,119.14,3693.34,3,2,0,0,1,1
1,77,60,52.09,3125.4,3,1,0,0,1,1
1,22,7,139.41,975.87,2,0,1,0,0,1
0,23,35,145.71,5099.85,2,0,1,0,0,0
0,25,69,86.04,5936.76,0,0,1,0,1,1
0,43,31,70.23,2177.13,0,0,0,0,0,0
0,37,64,114.83,7349.12,1,1,1,1,0,0
1,47,70,119.66,8376.2,3,0,1,0,1,0
1,55,16,100.95,1615.2,3,0,1,0,0,0
0,73,3,140.36,421.08,2,2,1,0,0,1
0,70,29,114.68,3325.72,0,0,1,1,0,0
0,66,43,139.66,6005.38,1,2,1,0,1,1
1,76,18,68.39,1231.02,0,2,1,0,0,1
0,18,24,34.79,834.96,1,1,1,0,0,1
1,39,22,88.78,1953.16,1,2,1,0,1,0
1,21,23,66.85,1537.55,1,1,1,1,1,1
1,51,24,148.01,3552.24,3,2,1,0,1,1
1,57,57,67.82,3865.74,0,1,0,0,1,1
1,23,2,37.48,74.96,3,0,1,0,1,1
1,41,43,56.07,2411.01,2,2,1,0,0,1
1,28,50,115.64,5782.0,0,2,1,1,0,1
0,32,18,64.46,1160.28,1,2,0,1,0,0
1,61,22,95.21,2094.62,3,2,1,0,0,1
1,70,44,132.28,5820.32,0,2,1,0,1,0
1,60,9,107.2,964.8,0,1,1,0,1,1
0,60,41,43.37,1778.17,0,1,0,0,1,1
1,68,44,108.66,4781.04,3,0,1,0,1,0
1,53,48,50.39,2418.72,2,1,0,0,0,1
1,76,42,104.46,4387.32,1,1,1,0,0,1
0,71,21,142.92,3001.32,3,2,0,1,0,1
1,18,10,81.18,811.8,2,1,1,1,1,0
0,38,46,107.92,4964.32,3,2,1,0,1,0
0,45,28,58.57,1639.96,2,2,0,1,0,0
1,50,48,109.09,5236.32,2,1,0,0,1,1
0,58,36,133.0,4788.0,1,0,0,1,0,0
1,30,69,50.93,3514.17,3,1,1,0,0,0
1,32,53,128.3,6799.9,1,0,1,1,1,0
1,58,63,52.11,3282.93,3,1,0,0,1,0
1,38,23,117.18,2695.14,2,1,1,0,0,0
0,37,46,59.56,2739.76,3,2,1,0,1,1
0,34,43,119.47,5137.21,2,1,0,0,1,1
1,52,59,86.27,5089.93,3,0,1,1,1,0
0,64,70,56.18,3932.6,2,1,1,1,0,0
1,19,33,30.81,1016.73,3,1,1,1,1,1
1,60,46,52.15,2398.9,2,1,1,1,1,0
0,72,18,82.23,1480.14,3,0,1,0,0,0
0,61,49,93.24,4568.76,2,0,1,1,0,0
1,21,13,26.14,339.82,2,0,1,0,1,0
1,38,38,134.99,5129.62,0,0,1,0,0,1
0,27,2,20.99,41.98,1,0,1,0,1,0
1,65,14,79.11,1107.54,2,2,1,1,1,0
1,66,43,67.28,2893.04,3,0,1,0,1,0
1,77,13,147.97,1923.61,1,1,0,0,1,0
0,75,53,83.56,4428.68,0,1,1,0,1,1
1,62,49,101.46,4971.54,1,1,1,1,1,0
0,52,64,131.96,8445.44,1,2,1,1,1,0
0,43,8,76.01,608.08,1,1,0,0,0,1
1,52,27,103.52,2795.04,0,1,1,1,0,1
0,35,41,70.85,2904.85,0,0,1,0,1,1
1,57,34,143.0,4862.0,3,0,1,1,0,1
1,42,7,57.91,405.37,1,0,0,1,0,0
0,71,25,118.13,2953.25,3,1,1,1,0,0
1,23,30,21.4,642.0,1,1,1,1,0,1
0,53,13,65.53,851.89,2,1,1,0,1,0
1,48,56,38.59,2161.04,2,2,0,1,0,0
1,72,69,62.37,4303.53,3,0,1,0,0,1
1,51,61,129.49,7898.89,3,2,1,1,0,1
1,27,54,112.05,6050.7,2,0,1,0,1,1
1,35,39,139.81,5452.59,0,0,0,1,1,1
0,20,7,63.36,443.52,3,2,0,0,1,0
1,64,5,24.71,123.55,3,0,0,0,1,0
0,78,7,89.52,626.64,1,1,1,0,0,0
1,45,40,89.27,3570.8,0,2,1,0,0,1
0,48,30,109.71,3291.3,3,0,1,0,0,0
1,32,21,73.23,1537.83,2,1,0,1,1,0
0,27,33,112.03,3696.99,0,2,0,1,0,0
0,18,69,67.59,4663.71,1,1,1,1,1,0
0,18,51,35.14,1792.14,3,0,1,1,0,0
1,30,59,32.7,1929.3,0,0,1,1,0,1
0,58,36,26.28,946.08,1,0,0,0,0,1
1,56,59,43.24,2551.16,2,2,1,0,1,1
1,30,40,148.72,5948.8,1,2,1,1,1,0
0,74,25,59.27,1481.75,2,0,1,1,1,0
0,24,54,56.1,3029.4,1,2,0,1,0,0
1,45,59,44.98,2653.82,3,1,1,1,1,1
1,56,56,23.12,1294.72,0,1,1,0,0,1
1,21,9,24.69,222.21,1,2,1,1,1,1
1,73,57,46.56,2653.92,2,2,0,0,0,1
0,57,5,110.03,550.15,3,1,0,0,0,0
1,26,29,139.59,4048.11,0,1,1,1,0,1
0,71,20,92.49,1849.8,1,2,1,1,1,0
1,35,15,111.03,1665.45,3,1,1,0,0,1
1,65,47,100.3,4714.1,0,0,1,1,1,1
0,71,0,23.83,0.0,0,0,1,1,1,1
0,70,49,57.63,2823.87,3,1,1,0,1,1
0,57,31,41.1,1274.1,0,0,0,0,1,0
1,56,58,146.78,8513.24,1,0,1,0,0,1
0,62,1,103.19,103.19,0,2,0,0,0,0
1,35,64,86.83,5557.12,1,1,1,1,1,1
1,38,22,46.43,1021.46,1,0,0,0,0,1
0,23,64,128.88,8248.32,1,1,0,0,1,0
0,66,31,49.62,1538.22,0,0,1,0,0,0
1,43,2,111.59,223.18,0,1,1,1,0,0
1,58,64,73.76,4720.64,2,2,1,0,1,1
1,34,51,46.15,2353.65,3,2,1,1,1,1
1,51,33,55.07,1817.31,3,1,1,1,0,0
0,18,36,44.93,1617.48,0,1,1,0,0,0
1,37,70,44.12,3088.4,2,2,1,0,0,1
1,46,69,148.13,10220.97,3,1,1,0,1,0
0,47,35,114.97,4023.95,1,2,1,0,1,0
1,59,37,144.5,5346.5,3,2,0,1,1,1
0,50,11,41.51,456.61,0,0,1,1,0,0
1,74,43,57.36,2466.48,0,2,1,1,1,0
0,40,70,80.29,5620.3,3,1,1,1,1,0
0,60,45,87.69,3946.05,0,0,0,0,0,0
0,27,20,86.34,1726.8,3,2,1,0,1,1
1,39,33,138.86,4582.38,1,0,0,1,1,1
1,50,33,50.66,1671.78,2,0,0,1,1,0
0,38,62,68.44,4243.28,0,2,1,0,0,0
1,62,3,26.17,78.51,1,2,1,1,1,1
1,67,15,36.82,552.3,1,1,1,0,0,0
0,37,28,131.55,3683.4,3,2,1,0,0,1
0,74,52,47.28,2458.56,3,1,0,0,1,1
0,51,63,71.53,4506.39,1,0,1,0,0,1
1,36,64,58.8,3763.2,1,2,1,0,0,0
0,43,20,22.0,440.0,2,0,1,0,1,0
0,44,21,103.95,2182.95,3,2,0,0,0,1
0,35,13,85.32,1109.16,2,0,1,0,0,0
1,74,8,101.81,814.48,2,0,0,1,1,1
0,51,38,28.56,1085.28,0,2,0,0,1,1
1,62,35,40.85,1429.75,0,0,0,0,1,1
0,19,11,33.61,369.71,2,2,0,1,0,0
0,74,55,87.35,4804.25,2,2,1,0,1,0
1,22,53,130.69,6926.57,3,1,1,0,1,1
0,25,58,75.95,4405.1,2,0,1,1,0,0
1,57,22,122.24,2689.28,2,1,0,1,0,1
1,54,56,89.06,4987.36,0,2,0,1,0,1
0,69,17,115.1,1956.7,1,0,1,1,1,1
0,79,26,63.17,1642.42,3,1,1,0,1,0
1,33,52,102.24,5316.48,2,2,1,1,0,0
0,61,37,80.74,2987.38,0,0,1,0,0,0
0,51,47,79.7,3745.9,1,1,1,0,1,1
0,21,63,104.48,6582.24,3,1,1,0,1,0
0,36,59,100.14,5908.26,0,0,1,1,0,1
0,35,46,101.59,4673.14,3,1,1,0,1,0
1,51,42,137.54,5776.68,3,2,1,1,1,0
1,41,25,79.29,1982.25,0,2,1,1,1,0
1,72,45,43.69,1966.05,2,0,1,0,1,0
0,40,16,77.99,1247.84,1,1,1,1,1,0
0,30,64,125.96,8061.44,3,1,1,1,1,0
1,57,54,37.35,2016.9,2,0,1,0,1,1
1,26,42,120.49,5060.58,2,0,1,0,1,0
0,56,56,105.15,5888.4,3,2,1,1,1,0
1,46,18,135.71,2442.78,3,0,0,1,0,1
0,71,30,76.58,2297.4,1,1,0,0,0,1
0,38,55,44.73,2460.15,2,1,0,1,1,1
1,20,14,48.13,673.82,1,2,1,1,1,0
1,27,51,50.55,2578.05,3,1,1,0,1,0
1,66,7,70.06,490.42,0,0,1,1,0,0
0,64,38,87.45,3323.1,2,0,0,1,0,1
0,70,43,46.51,1999.93,2,2,1,1,1,0
1,23,24,66.42,1594.08,0,1,0,1,0,1
1,40,59,93.59,5521.81,0,0,1,1,1,1
1,32,17,145.54,2474.18,0,0,0,0,1,1
0,27,44,89.79,3950.76,0,1,1,0,1,0
0,48,21,131.63,2764.23,3,0,1,1,1,0
1,75,68,32.43,2205.24,3,2,1,1,1,0
1,55,68,20.76,1411.68,2,1,1,0,1,1
0,18,42,66.31,2785.02,0,0,1,0,1,1
1,64,11,113.98,1253.78,3,1,1,1,0,0
